Reviews ID,reviews,,,,,,,,,,,,,,,,
801,"Many things were closed, people seemed to be skipping the signs and climbing everything anyway Access to the rock tombs is closed",,,,,,,,,,,,,,,,
802,"For what it's worth, it's a place where all visual cultures intersect",,,,,,,,,,,,,,,,
803,"There is so much to see We should have arranged for longer than an hour but we will be back to do it justice There were a few areas that were inaccessible due to the restructuring, but that had little effect on our appreciation of what was before us We were lucky enough to get there early so the crowds were minimal, but I hope the crowd can be tolerated even during peak hours A hidden gem that benefits from minimal publicity",,,,,,,,,,,,,,,,
804,"Expression of ancient beauty, cheap boat (75tl return) and entrance (14tl) Coming here in the early morning of March, when the weather is not hot and the tourists are still sleeping, is very appealing Be prepared to walk, it will take 20 minutes from the last tea garden to the entrance The entryway is poorly maintained and makes you more into history Spend at least 2 hours admiring the lagoon",,,,,,,,,,,,,,,,
805,"Dalyan is one of the most memorable and worth seeing places in Turkey, especially if you want to feel the touch of history For a small entrance fee you can see the beautiful ancient historical site (dating back to the 10th century BC) The dried up area that was once the sea, now the sea is far away and the ancient ruins of the amphitheater and old city that were mighty and mighty a day ago - amazing and monumental#KaunosDalyan#KaunosDalyanTurkey#KaunosTürkiye#TurkeyTourism",,,,,,,,,,,,,,,,
806,"Very beautiful view from the top of the mountains and Daylan's Delta It's worth a visit when you're in the area The entrance fee is 14TL per person Children under the age of 8 have free admission If you have your own car, you can take the ferry from Dalyan A journey every 15 minutes costs 20 TL per vehicle including passengers, approximately 5 minutes Ferry max Fits 3 cars There was no waiting time with us",,,,,,,,,,,,,,,,
807,"Worth a visit if you are staying in Dalyan After boarding the kayak service along the river, it's a 10-15 minute stroll through the rustic countryside, past street vendors selling pomegranate smoothies and jams, before reaching the sloped access road to the grounds 25tl buys you entry and you are free to roam in all directions Each area has multiple information boards that let you know what was previously used, such as a church, bathhouse or private building It is a very pleasant and fascinating place to visit but there is only the cafe area that offers shade",,,,,,,,,,,,,,,,
808,"Quite an interesting place with a preserved ancient city from the first half of the 1st century BC former AD Amphitheater, baths, temples and many other stone buildings I would like more information support for exhibitions But they all look great together",,,,,,,,,,,,,,,,
809,"It is an ancient city that can be easily reached from both Marmaris and Fethiye Ancient theater with some other ruins and very beautiful views There are also Lycian rock tombs just a few kilometers away I took the ferry to Kaunos, then walked through the orange groves towards the tombs The entrance was closed but you can see them from the road and the walk was still nice",,,,,,,,,,,,,,,,
810,It is on the UNESCO tentative list of Turkey and it is easy to understand why (Although the amphitheater is quite small) and covers a large area and has many well-preserved tourist attractions The entrance fee was 14 TL It can also be visited by taking a boat tour from the nearby city of Dalyan Or you can take the ferry across the river by foot (5tl for pedestrians),,,,,,,,,,,,,,,,
811,Amazing site with many viewpoints on the delta below and Iztuzu beach Don't forget the ancient theater with olive trees in the stands Museum card is possible for entry,,,,,,,,,,,,,,,,
812,"The site mainly hosts ruins from the Roman period There is an old church which is very rare to see If you happen to be in Dalyan, I think you should visit the ancient city for a little while It is also located in one of the best tourist spots in the city",,,,,,,,,,,,,,,,
813,"Intern and nice place You can reach Dalyan by boat, by passing the spill or by ferry, in a car",,,,,,,,,,,,,,,,
814,"There is so much to see in Kaunos, the 3 main areas, the temple on the hill, the amphitheater and the fountain It's hot there, so the walk to the temple or the tractor and caravan is hot Go early in the morning to miss the midday heat Now you can reach most areas that are better protected but still offer better views It dates back to the early Roman period and is still wonderful to walk in the footsteps of the ancients",,,,,,,,,,,,,,,,
815,"Historically interesting place You may need at least 4 hours to see interesting things in a calm manner You can see many amphibians such as turtles, but beware of snakes if you walk alone in less visited places",,,,,,,,,,,,,,,,
816,"An archaeological place mostly frequented by Europeans, it has a Roman theater and some existing and ruined Roman ruins, the place is about an hour from the highway, the road is full of nature's beauties …",,,,,,,,,,,,,,,,
817,"It's an archaeological place mostly frequented by Europeans, it has a Roman theater and some existing and ruined Roman ruins, the place is about an hour from the highway, it's true that the road is full of nature's beauties, but it's tiring because of the many winding roads of the line, there are beautiful lakes and views on the site, but useful for others History and antique lovers",,,,,,,,,,,,,,,,
818,"What was built back then is impressive If you follow the red dots and arrows towards the mountain behind the theatre, you will be rewarded with a magnificent view It is tiring and should be done with only about 1 liter of water per person and good shoes But it's worth it",,,,,,,,,,,,,,,,
819,Wonderful ancient city and surrounding landscapes In my opinion these are the best ruins in the area Goats and donkeys were a delightful bonus,,,,,,,,,,,,,,,,
820,"Worth visiting From Dalyan, get on the 5 lira rowing boat across the river, turn left and follow the road for 2km Children under 12 are free Adult tickets are 10 TL Plan to spend 1-2 hours here There is no cafe so take plenty of water You can walk to the village 1 km after Kaunos and find a cafe there",,,,,,,,,,,,,,,,
821,Worth a few hours of your time 5 TL charabanc type tractor towed to go there; worth avoiding the long walk up the hill There are a few dotted explanatory notes in Turkish and English that are helpful The old auditorium is gorgeous,,,,,,,,,,,,,,,,
822,very nice place The only sad thing is that you can admire it from the side while on board No one is allowed to come near Big turtles were promised to us on this tour We have seen them from afar They go up for a second to get some air and dive back in That's why photographing them is unrealistic,,,,,,,,,,,,,,,,
823,"A beautiful place to explore I wanted to climb and you can do well here Sturdy shoes are highly recommended as there is a lot of rubble At the top, you have a great 360° view",,,,,,,,,,,,,,,,
824,We went an hour before the entrance closed at 5pm and had the whole space to ourselves Wandering around the town and the theater ruins is truly magical Imagine yourself in the hustle and bustle of the ancient port settlement as you head towards Leech Lake Have a picnic or go to Dalyan at sunset for a meal by the river,,,,,,,,,,,,,,,,
825,"Beautiful historical place to see On the other side of the river You can get there by boat trip or cross the river in a small boat run by a local woman and then take a little walk It's worth going there, I highly recommend it",,,,,,,,,,,,,,,,
826,"It's basically a unique ancient city perched on an idyllic hill with a wonderful 360-degree view We took small boats run by local women to cross the river and decided to walk up the hill for about 25 minutes It's hard to say the least in hot weather But what we got in the end exceeded our expectations There aren't many people around You will need more than 3 hours to see them all Bring food and drink by yourself as the muze cafe is a complete rip-off, now they sell a small bottle of water for 5 TL (2018), it is priced at 05 TL in grocery stores like SOK",,,,,,,,,,,,,,,,
827,Just extraordinary Visit early or late afternoon as shade is limited and stock up on water Explore this active archaeological dig site by reading helpful explanations (in Turkish and English) and go back in time,,,,,,,,,,,,,,,,
828,"A wonderful view Definitely worth it Gorgeous view of Dalyan and its surroundings You should bring some time, the space is very large It's very interesting It's the best in the morning, it's not that hot Entrance is 10 TL per person",,,,,,,,,,,,,,,,
829,"Awesome, I haven't finished it all yet, but I like that the staff take such good care of the place and keep it clean 24 hours, I just have to realize there are some dangerous snakes inside, I saw one on the wall, it's not moving, it didn't follow me, mostly it won't touch you and safely You will walk around, just be careful when touching walls or sitting on an old stone",,,,,,,,,,,,,,,,
830,Magnificent archaeological park with a theater and very well preserved thermal baths The easiest transportation is by boat from Dalyan district Then count the 20-minute walk The rock tombs can be seen on the opposite shore next to the shops and hotels in Dalyan,,,,,,,,,,,,,,,,
831,"Definitely one of the most beautiful ancient cities to visit The place is still largely wild and the main monuments have been or are being restored Allow a few hours to visit the place, about 2 hours for the main sites, and about 4 to 5 hours without exploring the place",,,,,,,,,,,,,,,,
832,Interesting ruins on a large site Including the magnificent view of Daylan Delta and Dalyan,,,,,,,,,,,,,,,,
833,Kaunos - ancient ruins in a beautiful setting Worth a visit when visiting Dalyan especially in such a nice company,,,,,,,,,,,,,,,,
834,He had a great time,,,,,,,,,,,,,,,,
835,A nice place I recommend for visiting,,,,,,,,,,,,,,,,
836,"large and relatively well preserved ancient city with beautiful views, it is best to take a small boat from Dalyan (try both ways 75 times) and then walk one and a half km until you reach Kaunos The city itself is huge, so you should take a few hours to see everything (official recommendations are 2-hour tour and 4-hour tour)",,,,,,,,,,,,,,,,
837,"One of the best archaeological sites I have visited And the way we achieve it is also very interesting A kayak from Dalyan Turkey along the river, then a 2km walk down a very quiet country road Local vendors selling cold drinks and lavender products along the way Kaunos itself was only 20tl to enter (Approximately £1) The entire site is a treasure trove of history",,,,,,,,,,,,,,,,
838,"Very nice archaeological visit For hikers, feel free to climb to the height behind the amphitheater Staying on your left, you will find a path that will take you to the top, and then you will see a magnificent view of Dalyan and its surroundings Water and sports shoes will be provided",,,,,,,,,,,,,,,,
839,"Not much has been preserved, but there is still something to look at There is a wonderful view from the top The toll is 175 liras",,,,,,,,,,,,,,,,
840,Small but interesting dig in a great location,,,,,,,,,,,,,,,,
841,Entry is 175TL wide area,,,,,,,,,,,,,,,,
842,"The ancient site is a bit less touristy than we are used to seeing in Turkey, accessible by boat from Dalyan, the site remains wild, we encounter a diversified fauna, to be honest the site is Hierapolis, before Troy or Ephesus Site",,,,,,,,,,,,,,,,
843,"HeritageThis area used to be a very busy Catholic town, full of churches and theatres",,,,,,,,,,,,,,,,
844,"Beautiful but unfortunately a bit neglected One of the oldest remnants of a church stands here and is falling into disrepair Still, it's definitely worth a trip",,,,,,,,,,,,,,,,
845,"Fantastic ruin located on the slope that slides into the lagoon The theater is particularly beautiful If you go in the summer, avoid daytime nights as it can be very hot",,,,,,,,,,,,,,,,
846,"An interesting place for anyone who loves history and historical artifacts Local monuments are currently being rebuilt There is a beautiful view of the surrounding area from here and the best way to get here is to take a ferry across the river from Dalyan, which carries both pedestrians, cyclists and cars",,,,,,,,,,,,,,,,
847,"It's far from there but the road is beautiful, not crowded, you can walk for about 30 minutes if you try If you have the strength left, then there is a mountain with ruins nearby",,,,,,,,,,,,,,,,
848,It's a great site Awesome view Part of the venue was closed for restoration but still visible from the outside,,,,,,,,,,,,,,,,
849,The magnificent view and mystical atmosphere of the ancient city of Kaunos takes you on a journey through time,,,,,,,,,,,,,,,,
850,An amazing place to visit from the 50's from Roman times The boat trip down the estuary was excellent,,,,,,,,,,,,,,,,
851,Worth a visit as part of a boat trip that tours various places The highlight was the wild donkeys coming in to see what the noise was when a group of school kids came in,,,,,,,,,,,,,,,,
852,"A great day to explore the ancient site, lots of digging and reclamation going on, huge area to dig well worth the bike ride and river crossing",,,,,,,,,,,,,,,,
853,It was a bit cold and we couldn't see the turtles but it was very nice I recommend it to everyone,,,,,,,,,,,,,,,,
854,"Very nice It is necessary to take the boat from Dalyan or go around the lake Either way, the nearby sultaniye has an amazing spa and mud bath",,,,,,,,,,,,,,,,
855,"Passing by boat from Dalyan, about 12 km on the way to the entrance, 10 liras, wide area, on the way back, drink Granada apple juice or consume Ayran and Pancakes before crossing the street stalls",,,,,,,,,,,,,,,,
856,"A beautiful place, it will be beautiful when the excess is collected and the waters accumulated due to the rains come down",,,,,,,,,,,,,,,,
857,amazing history and stunning to see in real life It's something to see while you can It's also easy to do with most boats,,,,,,,,,,,,,,,,
858,Pleasant surprise All areas are accessible You don't usually get this with inheritance fields,,,,,,,,,,,,,,,,
859,I visited many ancient cities The cave is beautiful and interesting 100% visit The best way We passed by ferry from Dalyan by car,,,,,,,,,,,,,,,,
860,"WowWowThis place has a lot to see and you won't be disappointedThe amphitheater is amazing You can only imagine what's going on inside There's a mix of Greek and Roman influences From the 6th century BC to AD It is another hidden gem of Dalyan I can't say more, just visit this energetic little town and see it here You can walk or bike or drive there depending on your fitness Wow",,,,,,,,,,,,,,,,
861,"A very beautiful and huge ancient city It's too wide Take plenty of water with you The kiosk is only open occasionally Very unfriendly staff Treat tourists really badly Otherwise, if you want to explore everything, you should not choose midsummer You can cross from Dalyan with a small car ferry The cost is about 5 lira per person Just don't let a boat trip get you talking",,,,,,,,,,,,,,,,
862,"Very beautiful place, ruin in good condition, breathtaking view for the reckless",,,,,,,,,,,,,,,,
863,"It's an interesting place with an old theater and carved houses inside the mountain there's a market outside, a bit too touristy and a bit expensive",,,,,,,,,,,,,,,,
864,A must see in the area,,,,,,,,,,,,,,,,
865,"Loads of history must visit beautiful little place, great places to eat traditional Turkish breakfast is a must try",,,,,,,,,,,,,,,,
866,Worth a visit but I don't think these ruins are as well looked after as they could be,,,,,,,,,,,,,,,,
867,One of the best historical places I've ever seen,,,,,,,,,,,,,,,,
868,Great resort town The museum of the ancient city of Kaunos and many tombs and restaurants nearby,,,,,,,,,,,,,,,,
869,"Take the ferry and have a look, convenient old and beautifully preserved",,,,,,,,,,,,,,,,
870,"Beautiful place Very close to the center of Dalyan, a great place to visit 10/10",,,,,,,,,,,,,,,,
871,Incredible ruined city with amazing location,,,,,,,,,,,,,,,,
872,It was great again There was also a lot more exposure 26 years ago and since then It is very beautifully and attractively made You feel history blessed,,,,,,,,,,,,,,,,
873,This place is absolutely great Too much history we will be worth seeing,,,,,,,,,,,,,,,,
874,"Nice place, not really a history person but I like to see progress every year",,,,,,,,,,,,,,,,
875,Great place entrance fee 25 TL,,,,,,,,,,,,,,,,
876,It's worth to be seen Crossing the river by boat or ferry Seeing a lot of wildlife is a must to get to the bottom level,,,,,,,,,,,,,,,,
877,I recommend going up to the old castle on the hill (But it can also be dangerous),,,,,,,,,,,,,,,,
878,"If you are in Dalyan, it is a good idea to take the small ferry next to the Asur Hotel and walk half a kilometer to see the tracks",,,,,,,,,,,,,,,,
879,This place is well worth a visit We took a boat trip on the river and stopped for lunch on the way back Great value local boat trips,,,,,,,,,,,,,,,,
880,"A very good price to enter if you're interested in history, absolutely great p lace to explore I strongly recommend",,,,,,,,,,,,,,,,
881,My friends gave good feedback about the place It's an old place and a must visit,,,,,,,,,,,,,,,,
882,quiet beautiful place,,,,,,,,,,,,,,,,
883,Historical place You can set aside half an hour to an hour,,,,,,,,,,,,,,,,
884,Spectacular views Loved visiting ancient ruins,,,,,,,,,,,,,,,,
885,"If you're a ruin nerd like me, this is Xanadu A huge dig site with ongoing finds and wild donkeys and goats added for fun Extremely cool site",,,,,,,,,,,,,,,,
886,Take a boat trip from Dalyan Municipality to Iztuzu beach It is a columned tomb on the mountain,,,,,,,,,,,,,,,,
887,"Must visit Until the remnants of an ancient civilization that lived on the shores of the bay for centuries left the sea and the bay turned into a river valley A city with a beautiful location in the hills It's inaccessible from the sea, the closed bay harbor, the castle walls at the top, a theater facing the sea (how fun it must be to watch the performances of the artists against the backdrop of the sea sunset) Also in the church, the mosaic floor has been preserved, but the frescoes are practically not visible Goats, sheep, turtles, lizards, yellow beetles (legless lizard) roam the area Take water with you, wear sneakers - you will not want to rush",,,,,,,,,,,,,,,,
888,Great place for digs,,,,,,,,,,,,,,,,
889,"A true sunset paradise, with cleverly constructed facilities reflecting history",,,,,,,,,,,,,,,,
890,I love this place to walk around the views are amazing,,,,,,,,,,,,,,,,
891,It's a great place to walk around and a seriously good challenge for those who want to go to the castle on the top of the hill," still believe that there is a sunken city under the lake You can see the traces of the peoples living in Köyceğiz in the ancient city, which you can go by boat from Köyceğiz"," You can touch history with your hands History of Koycegiz Koycegiz, whose history dates back to 3400 BC", Carians, Scythians, Assyrians, Persians, Romans, It has hosted many nations such as Seljuks and Ottomans There are still many ruins belonging to these nations on it," artifacts and traces Although most of these traces have been unearthed, the number of artifacts waiting to be discovered is not few The city came under Persian rule in 546 In the first half of the 5th century, it became a member of the Attica-Delos Sea Union under the leadership of Athens Later on Lycia", Caria,"They lived under the sovereignty of the Kingdom of Macedonia and the Seleucids After the Roman and Eastern Roman (Byzantine) domination, it first joined the Menteşeoğulları and then the Ottoman lands Its old name is Yüksekkum Sultan II Koycegiz, which was a sanjak during the reign of Murad I (1421-1451)"," After the proclamation of the Republic, it became the district of Muğla According to the legend that has been spoken for many years, the story of the name of the village is as follows: The entire city of Köyceğiz, which was built on the area where the lake was located at an unknown time, was destroyed under water Those who saw that only a few houses remained from a big city after the disaster"," \""The whole city has sunk"," Only Köyceğiz remained They said The people of the town, whose name is very interesting, still believe that there is a sunken city under the lake""", https://wwwgooglecomtr/none, none
892,Many things are under restoration,,,,,,,,,,,,,,,,
893,Ancient ruins worth seeing once,,,,,,,,,,,,,,,,
894,Great place It's full of history You can hear and feel the time Interesting details emerged The streets are the same as before Mosaic in the dome church The entrance fee is symbolic,,,,,,,,,,,,,,,,
895,Worth seeing ancient Greek temples on Turkish soil,,,,,,,,,,,,,,,,
896,"Interesting place with very nice view from the top The cut rivers are most likely marshland There are ruins, you can see, walk and plunge into this atmosphere But be sure to drive or continue on the road and see the amazing nature",,,,,,,,,,,,,,,,
897,"From the deck of the boat you can see the ancient tombs carved into the rocks, an interesting place for people interested in the subject",,,,,,,,,,,,,,,,
898,Very beautiful old place with lots of turtles and orange trees,,,,,,,,,,,,,,,,
899,Very interesting Bigger than I thought,,,,,,,,,,,,,,,,
900,AD 1-6 It's very interesting to look at what's left of the centuries-old buildings,,,,,,,,,,,,,,,,
901,Finally an uncrowded excavation site Great impressions,,,,,,,,,,,,,,,,
902,"An interesting and beautiful place There are almost no people Remains from different times when wild donkeys, goats and sheep roamed Getting there wasn't easy, but it's definitely worth itThe entrance was 14 liras, but the payment here is cash only, there is no terminal",,,,,,,,,,,,,,,,
903,"Very beautiful views and ruins, large area and lots of turtles Highly recommend",,,,,,,,,,,,,,,,
904,Nice site to wander around for a few hours,,,,,,,,,,,,,,,,
905,"Great history, well worth a visit",,,,,,,,,,,,,,,,
906,"When in Turkey, you cannot miss such a unique monument We also met the locals",,,,,,,,,,,,,,,,
907,"An interesting historical place Entry is 175 lira The amphitheater is the best preserved in the region The ruins of the basilica also look interesting If you go down the river, you have a chance to see turtles and crabs There are not enough roads to climb the upper part of the city and the acropolis, so you will have to climb the difficult, unmarked terrain Comfortable shoes are required In the hot season, you should also drink water It can be purchased at the entrance for 2 liras per bottle",,,,,,,,,,,,,,,,
908,Very beautiful and interesting I recommend everyone to visit the river tour with an overview of the tombs Be sure to order the blue crabs - the meat is simply divine Below you will find a clean sea sandy beach where you can swim in a wonderful way,,,,,,,,,,,,,,,,
909,I would watch it again It is easy to reach by car There are 2 parking spaces directly on the hill for good drivers You should be able to rank well Not much to see but what's good,,,,,,,,,,,,,,,,
910,Spectacularly preserved Roman ruins Very cheap entrance fee A bit of a walk but well worth it,,,,,,,,,,,,,,,,
911,"Gorgeous, under-visited attraction It's amazing to think they did these things 2400 years ago",,,,,,,,,,,,,,,,
912,"It is an open-air museum that is difficult to reach, you can get there by boat along the river or by mountain roads like long snakes You can take a boat from Muğla district, stopping at the ancient city of Kaunos",,,,,,,,,,,,,,,,
913,Get on a boat to get around Also good for hiking and climbing,,,,,,,,,,,,,,,,
914,"Ruins of an ancient city at the mouth of the river The buildings are approximately the same as in other ancient cities of the Roman Empire Amphitheater, temple, etc The amphitheater offers a beautiful view of the surroundings",,,,,,,,,,,,,,,,
915,The magnificent view of the Dalyan Delta and the amphitheater is relatively well preserved,,,,,,,,,,,,,,,,
916,"Personally, I love these ""ancient ruins"" You can walk for a few hours", встречаются дикие ослы Вход платный -14 лир с человека Есть кафе Иностранных туристов привозят сюда с экскурсиями,"российских не видели -скорее всего только по реке проводят на пляж и на грязевые ванны А зря""", https://wwwgooglecomtr/none, none,,,,,,,,,,,,
917,"Beautiful and historically important ruins just across Dalyan If you go up, I suggest you walk to the top of the hill behind the amphitheater, you will see a magnificent view of the ruins, Dalyan and the river delta It can get very hot in the summer as there isn't much shade I think my favorite time is May Visited in July and found it quite warm Mid-September and October are cooler, so take a good time to visit In addition to the ruins to look at, there is plenty of wildlife to see if you keep your eyes peeled",,,,,,,,,,,,,,,,
918,"It's a nice place to see the old antique buildings and the preserved church If you go down and further, you can see the workers still putting out new stuff which is great to watch live",,,,,,,,,,,,,,,,
919,surprisingly beautiful,,,,,,,,,,,,,,,,
920,was here about 15 years ago and it was great Some work is being done to preserve this ancient site and on top of that it was free Now You have to pay to look at the attempt to destroy the place The amphitheater began to collapse Its entrance is used as a goat barn Some of the interiors have been dismantled and lost Goats and cows running around trample the ruins Most of the subdivisions were submerged Some of the good old walkways have disappeared and have been replaced by other stones What a shame for the authorities who have to deal with this Surly their offices are in immaculate condition Paid with UNESCO Money for the protection of ancient sites in Turkey Shameful,,,,,,,,,,,,,,,,
921,Excellent site They are slowly working to reveal more of the site Very interesting and informative,,,,,,,,,,,,,,,,
922,"wonderful view Caution, the way up is not signposted, making it a pretty dangerous climb from right to left Therefore, sturdy shoes are highly recommended But the view totally makes up for it",,,,,,,,,,,,,,,,
923,"Thousand-year-old ruins from the Greek, Hellenistic, Roman and Byzantine periodsthe theater is still in pretty good condition and ruins from different periods pollute the area Amazing view of Dalyan and the river delta and the beach The tombs of the dead are carved into the rocks about 1 km from the site and are quite visible from the center of Dalyan You must visit if you are in the area",,,,,,,,,,,,,,,,
924,We were there at 715 but they didn't let us go to the ground,,,,,,,,,,,,,,,,
925,It's out of season right now I loved the quiet and peaceful atmosphere of this time of year The location is beautiful and the atmosphere is a feeling of historical presence The world of yesterday is before your eyes The feeling of a great past brought to view with a simple stroll,,,,,,,,,,,,,,,,
926,traveling through history learning a lot,,,,,,,,,,,,,,,,
927,Amazing collection of historical relics including an amphitheater and very early Christian church The views are great if you have the energy to climb Lion Rock,,,,,,,,,,,,,,,,
928,History just drips on you Great experience,,,,,,,,,,,,,,,,
929,"Amazing historical place The well-preserved amphitheater, baths and basilica are noteworthy Entry is 175 lira Preliminarily, it is desirable to read the description of the object on the Internet You won't be wasting your time",,,,,,,,,,,,,,,,
930,The hidden history behind the canals cruise It's worth seeing,,,,,,,,,,,,,,,,
931,"Great), but also not worth highlighting If you are staying in Dalyan and have half a day of free time, you can go to the opposite bank of the river for 20-25 liras (double direction), walk 2 km and you're there 14 lira more for the original entrance)",,,,,,,,,,,,,,,,
932,One of the historical places of Western Anatolia You should go to the top of the castle So you can see all the geographical changes,,,,,,,,,,,,,,,,
933,"was there in mid-October Peacefully quiet First transfer by boat Then walk to the excavations I did not meet a tourist on the way Well chickens Nice comfortable walk On the road, which is very beautiful, you pass by the royal tombs The excavations were also worth the effort It took half a day to get there and back On the way, I bought a bottle of cold freshly squeezed pomegranate juice for 1 euro from a farmer's wife Tasty There are several women selling these juices, olives and other delicacies under a tree It was a beautiful morning and it was great to do on your own",,,,,,,,,,,,,,,,
934,"Nice place, interesting history", https://wwwgooglecomtr/none, none,,,,,,,,,,,,,,
935,"An amazing site entrance fee is 8TL per person You have to go there by boat from Daylan, we paid 40 Euros between 10:30-17:00, in addition to Kaunos, he dropped us off at turtle island itzuzu island at 2:30 The site is very well preserved and wonderfully beautiful, I sincerely invite you to visit it",,,,,,,,,,,,,,,,
936,nice experienceTractor ride was also an experience,,,,,,,,,,,,,,,,
937,"The Daylan River cruise is a wonderful experience Beautiful view of the landscape park with lots of attractions, eg Lykilian tombs set on steep cliffs, the walls of the Acropolis, a Roman fountain, a well-preserved theater from the 2nd century BC For 1,500 spectators, the ruins of four temples from the Greek and Roman periods, the Roman baths and the 5th-8th century Byzantine basilica",,,,,,,,,,,,,,,,
938,"Look from afar, the boat will come ashore but you can't go out) Everyone will run to the side of the boat to take a photo, nice but unimpressed If there is a trip to the tombs and an interesting guide, then yes, but I do not recommend",,,,,,,,,,,,,,,,
939,An abandoned place and not even a souvenir merchant,,,,,,,,,,,,,,,,
940,"Great, you just have to come and explore the whole city Ticket is 14tl (September 2020) Then you can go to the nearby villages, go to the big lake and take a bath, explore the whole area",,,,,,,,,,,,,,,,
941,"Very interesting, lots of restoration work in progress, worth a visit",,,,,,,,,,,,,,,,
942,"A very beautiful path to the monument, in a boat along a winding river in tall grass, even somewhat like Cambodia",,,,,,,,,,,,,,,,
943,An ancient city with a well-preserved amphitheater and many dilapidated buildings,,,,,,,,,,,,,,,,
944,Interesting place,,,,,,,,,,,,,,,,
945,You have to go here through the beautiful forest The road is really beautiful Many turtles walk there The ruins are truly atmospheric Suggested,,,,,,,,,,,,,,,,
946,Just like in petra jordan with ancient Roman ruins and other pre-Nabatean civilizations with rock-cut structures Outdoor thermal baths Boat trips along the river Great restaurants,,,,,,,,,,,,,,,,
947,"An ancient city spread over a wide area It's always improving as archaeologists get together more There is an amphitheater, baths and many more ruined structures Unbelievable It's mind-blowing that a civilization more than 2,000 years old can be this complex and modern",,,,,,,,,,,,,,,,
948,Small excavated archaeological site with a fantastic amphitheater,,,,,,,,,,,,,,,,
949,"Maybe because it was cloudy because it didn't make a crazy impression Brought to boats Give it an hour It takes 12-15 minutes to walk to Kaunus The amphitheater is tatty (it would be possible to collect stones on each other, most of them were simply thrown away, they did not provide audio guides, there is a cafe, you can drink tea from a bag)",,,,,,,,,,,,,,,,
950,"nice place And it's definitely a sight to behold The only downside is the longer distance to Marmaris (our town of residence) The round trip took about 8 hours in total by boat As a result, I enjoyed it",,,,,,,,,,,,,,,,
951,The ruins are well documented with many informative notices Brilliant amphitheater Entrance fee is 10tL with reasonable prices and you can find cold and hot drinks etc that are reasonably priced,,,,,,,,,,,,,,,,
952,"Second visit in 20 years, much more has been uncovered over the years With more payloads to be found in the future",,,,,,,,,,,,,,,,
953,A little more residue More intense excavation slope In a wonderful setting,,,,,,,,,,,,,,,,
954,Great place and atmosphere,,,,,,,,,,,,,,,,
955,"Dalyan is a small quiet place in a nature reserve where you can take boats to the beautiful Iztuzu Beach The journey takes you across a river crossing the Kaunos Tombs On the way back, you can visit the ancient city of Kaunos Worth it",,,,,,,,,,,,,,,,
956,"It seems that the city was once interesting, but in fact there are many ruins, some of which have been gradually rebuilt We were here the second day after Ephesus and therefore Kaunos did not enter, Ephesus is much more interesting and here goats and donkeys graze in the area, as a result of which it turned out to be an impossible task to not participate in rubbish, little information about the stands, plus the daytime heat and absence of shadows invalidated all impressions We came to Kaunos from Dalyan, left the car in the parking lot and for 15 liras (that's the price of a two-way boat), our grandmother carried us to the other side of the river by boat We walked 20-25 minutes to Kaunos On the way, we admired the view of the Lycian tombs carved into the rocks, the cemetery and the pomegranate gardens On the way back, we bought cold pomegranate and fresh orange juice from the locals (10 lira for 025 lira) and it really somehow saved us from the heat I recommend visiting only if you are a big fan of antiquity and have previously collected information about the city itself on the Internet Entry is 14 lira",,,,,,,,,,,,,,,,
957,Worth seeing and fascinating,,,,,,,,,,,,,,,,
958,It's the most important historical place but it's very bad animal poop everywhere and most places are so unsafe it makes me sad,,,,,,,,,,,,,,,,
959,Lots of Greek ruins and lots of wild turtles running around,,,,,,,,,,,,,,,,
960,"Worth visiting We managed to execute everything very quickly in an hour, I asked for more time",,,,,,,,,,,,,,,,
961,"Few tourists go there, but if you're in Dalyan for a boat trip, visiting the ruins of the city of Rome is definitely worth the short uphill walk",,,,,,,,,,,,,,,,
962,"If you're passing nearby, it's nice to stop for a coffee at the village cafes and then visit Kaunos Nothing too special, just a simple archaeological site",,,,,,,,,,,,,,,,
963,"What do I say, just say what you want to do",,,,,,,,,,,,,,,,
964,Relax and enjoy the view,,,,,,,,,,,,,,,,
965,"Ancient Roman theater ruins, great hot springs, as well as a nymph, agora, temple and sports facility Not much actually remains, but the site is still interesting",,,,,,,,,,,,,,,,
966,"Definitely worth going, then taking a boat trip to turtle island Get some water hot hot Some stunning views, baths, shopping mall, then to the existing tombs",,,,,,,,,,,,,,,,
967,"Best location, great views",,,,,,,,,,,,,,,,
968,Sorry for the people of Kaunos Descendants of mosquitoes are still a problem today,,,,,,,,,,,,,,,,
969,"It's an extra city, not crowded, beautiful views, worth a visit, monuments are hard to come by An intimate amphitheater and an old port A very interesting river cruise",,,,,,,,,,,,,,,,
970,The ruins of an ancient city always impress me,,,,,,,,,,,,,,,,
971,Effective visit,,,,,,,,,,,,,,,,
972,"Interesting, but they're still digging The tractor was not working yesterday which takes you to the construction site so not good when you have to walk a km 38°",,,,,,,,,,,,,,,,
973,ruins in Turkey,,,,,,,,,,,,,,,,
974,"Antique, very well restored, remote and small parking lot, but very nice entrance 175 liras",,,,,,,,,,,,,,,,
975,Well restored with a tractor ride to reach from the road Be sure to bring a guide who will tell you the most interesting aspects of its long history,,,,,,,,,,,,,,,,
976,easy to reach,,,,,,,,,,,,,,,,
977,Good access to the ruins (with goats) You can walk around the amphitheater Watch out for lizards and turtles in the bushes,,,,,,,,,,,,,,,,
978,"You can't get close, you can only look through the fence from afar",,,,,,,,,,,,,,,,
